Date,Proximity to Station,Station,Item Burnt,Comments,Fire Severity
7/17/2005,S,Court Sq (IND),INSULATOR,ARCING INSUATOR NO SMOKE OR FIRE TRO CHANGED TWO  INSULATORS COL # +1219 + 80.,1
7/17/2005,I,Lexington Av / 53 St (IND),INSULATOR,ARCING INSULATOR REPLACED AND TRACK IS SAFE FOR SERVICE,1
7/17/2005,S,Clinton-Wash (Fulton St),UNDETERMINED,1740 M/S FREDRICK REPORTS EVIDENCE OF A FIRE. NO DAMAGE TO THE TRACKS OR 3RD RAIL,1
7/17/2005,S,96 St (Lexington Av),INSULATOR,"2241 M/S COOK (TRACK) PASS # 172304 REORTS THERE WAS A BURNING INSULATOR ON D 4 TRACK COL #1148+75. INSULATOR WAS REPLACE AND IS WORKING AS DESIGN. HE ALSO REPORTS THERE WAS WAS NO CAUSE FOR THE BURNING INSULATOR. NO OVER HEAD LEAK, THE AREA AROUND THE IN",1
7/17/2005,S,Lexington Av / 53 St (IND),INSULATOR,2305 M/S CAMP REPORTS HE REPLACE ONE FIBRE GLASS DUE HIGH HUMIDITY. WAS REPLACE AND IS SAFE FOR SERVIV\CE,1
7/18/2005,S,167 St (IND Grand Concourse),DEBRIS,DEBRIS BURNT BY 3RD RAIL CABLES NO DAMAGE,1
7/18/2005,N,Ft Hamilton Pky (IND Prospect),DEBRIS,PERSONNEL FOUND A FUSE BETWEEN THE 3RD RAIL AND THE BRACKET. THERE WAS NO DAMAGE TO TK.,1
7/18/2005,I,East Broadway,INSULATOR,,1
7/18/2005,N,42 St-Bryant Pk (BMT 6 Av),DEBRIS,"M/S SUTHERLAND (TRO/N) MUD AND CALICUM BUILDUP REMOVED FROM AROUND 3RD RAIL, SAFE FOR SERVICE.",1
7/19/2005,N,145 St (IND St. Nicholas Av),INSULATOR,,1
7/19/2005,S,36 St (4 Av),INSULATOR,,1
7/19/2005,I,Cathedral Pkwy (IRT 110 St) ,INSULATOR,,1
7/19/2005,N,Court Sq (IRT),SLATTING/WALKWAY,T/I MORALES (TK) REPORTS WOOD SLATTING IS BURNT DUE TO 3RD RAIL ARCING. M/S HAUGLAND (TRO) REPORTS A LOW CONTACT RAIL FROM COL #57+25 - 59+00. ,2
7/19/2005,N,207 St Yard,INSULATOR,THERE WAS A BURNING INSULATOR IN THE YARD ON L6 TRACK BY COL #1645+80. POWER WAS REMOVED AND THIRD RAIL MTRS REPLACED THE INSULATOR. FD #846 NOTIFIED.,2
7/19/2005,I,52 St,CABLE,,1
7/20/2005,N,Lexington Av / 53 St (IND),LIGHTING TAP,LIGHTING TAP WAS ON FIRE. ALREADY EXTINGUISHED AND DISCONNECTED. NO DAMAGE TO 3rd RAIL EQUIPMENT.,1
7/20/2005,I,New Lots Av (IND Van Sinderen),DEBRIS,"1533 M/S2 BELLEW (TK):CAUSED BY FREE SHOE CONTACTING UMBRELLA ON TK Q2
1612 M/S CANNING (TRO): FOUND CHARRED WOOD ON FREE SHOE SIDE, MID STATION, 300' S/O SIG#Q2-485. DOES NOT APPEAR TO BE RECENT. NO DAMAGE TO CONTACT RAIL OR PROTECTION BOARD.",1
7/20/2005,S,74 St-Broadway,TIE,"1648 M/S COOK (TK): ROTTED TIE FOUND BURNT 50' S/O THE STATION. MAY HAVE BEEN CAUSED BY THIRD RAIL ARC. EXTINGUISHED BY FD WITH DRY CHEMICAL. TRACK SAFE FOR SERVICE.
1808 M/S2 COFFIELD (TRO): BURNT TIE S/O THE STATION BY SIGNAL #3114 EXTINGUISHED BY FD W",1
7/20/2005,I,82-Jackson Hts,TIE,"1649 M/S COOK (TK): BURNT TIE 100' S/O THE N/E OF THE STATION. EXTINGUISHED BY FD WITH DRY CHEMICAL. TRACK SAFE FOR SERVICE.
1808 M/S2 COFFIELD (TRO): TRACK FIRE WITHIN THE STATION LIMITS AT SIGNAL #3434. NO THIRD RAIL DAMAGE.",1
7/20/2005,S,W 4 St (IND Wash Sq),ELECTRICAL WIRE,M/S RUSSO (TRO-S): LIGHTING DEPT REMOVED A SMOLDERING BANK OF LIGHTS. B3 TRACK COL#945+20. NO TRACK DAMAGE.,1
7/21/2005,S,Sutter Av-Rutland Rd,TIE,"M/S FREDRICK FOUND A BURNING TIE. THE FIRE WAS PUT OUT WITH WATER ON TK-1 WITH THE HELP OF SIGNAL DEPT. THE 3RD RAIL IS LOW, CAUSING ARCHING (3RD RAIL CUPS DIGGING INTO THE SHIMS).THIS WILL BE GIVEN TO THE DAY CREW FOR REPAIRS.",1
7/22/2005,S,West Farms Sq-E Tremont Av,TIE,,1
7/22/2005,S,Queens Plaza,DEBRIS,"1757 M/S YANOVSKI (S6): EVIDENCE OF FIRE IN TROUGH NEAR AREA OF SWITCH #435B. NO DAMAGE TO SIGNAL EQUIP.
1758 M/S DAWSON (TK): FOUND EVIDENCE OF A FIRE EXTINGUISHED WITH DRY CHEMICAL AT COL #1249+50 NEAR SWITCH #435B. NO TRACK DAMAGE, SAFE FOR SERVICE.
",1
7/23/2005,I,President St,DEBRIS,UMBRELLA BRIDGED THIRD RAIL AND CAUSED THE FIRE EXTINGUISHED BY FD 827 ,1
7/23/2005,I,Beach 25 St,TIE,,1
7/23/2005,S,Prince St,DEBRIS,"2138 M/S FLORES(TRACK) REPORTS NO DAMAGE TO THE TRACKS. SAFE FOR SERVICE
2153 M/S PERSAUD(TRO/S REPORTS NO DAMAGE TO  THE 3RD RAIL SAFE FOR SERVICE.",1
7/24/2005,N,Crescent St,DEBRIS,,1
7/25/2005,I,Church Av (IND McDonald),DEBRIS,"TOWER OPERATER PUT OUT A SMALL DEBRIS FIRE, NO TRACK DAMAGE, AND AREA SAFE FOR SERVICE.",1
7/25/2005,S,Times Sq-42 St (IRT Upper Lvl),DEBRIS,"TSS PUT OUT A BURNING RAG, NO DAMAGE, AND AREA SAFE FOR SERVICE ",1
7/25/2005,S,Montrose Av,CABLE,VANDALS STOLE SOME OUT OF SERVICE 3RD RAIL EQUALIZER CABLE AND LEFT IT'S CONDUIT. THIS CONDUIT BRIDGED THE CONTACT RAIL AND THE RUNNING RAIL CAUSING A SMALL EXPLOSION. NO 3RD RAIL DAMAGE AND AREA IS SAFE.,1
7/25/2005,N,233 St,TIE,,1
7/26/2005,N,72 St (IRT Broadway),DEBRIS,"TRAIN OPERATOR ON THE 1839 O/O LENOX REPORTS A TRACK FIRE ON TRACK  2. MOW CONFIRMED FIRE (DEBRIS) NO TRACK DAMAGE.
",1
7/26/2005,N,86 St (BMT W 7 St),TIE,"FIRE DEPT 868 REPORTS A TRACK FIRE ON E3 TRACK AND EXTINGUISHED, MOW CONFRMED TIE FIRE  TRACK SAFE FOR SERVICE",1
7/27/2005,I,E 180 St,DEBRIS,DEBRIS FIRE EXTIGUISHED BY RTO PERSONNEL WITH WATER.,1
7/27/2005,S,Simpson St,TIE,"RTO REPORTED THAT THERE WAS A TIE BURNING ON THE ROADBED S/O THE STATION , THIS WAS EXTINGUISHED BY THE FIRE DEPT. THERE WAS SOME DAMAGE DONE TO THE TIE. THE AREA IS SAFE FOR SERVICE.",1
7/27/2005,N,Times Sq-42 St (BMT),DEBRIS,,1
7/28/2005,I,183 St,DEBRIS,"DEBRIS FIRE IN A TRACK BASKET, NO DAMAGE AND AREA SAFE FOR SERVICE.",1
7/29/2005,N,E 180 St,DEBRIS,"NEWS PAPER FIRE, NO DAMAGE.  SAFE FOR SERVICE.",1
7/29/2005,S,72 St (IRT Broadway),DEBRIS,DEBRIS FIRE UNDER STOP CASE OF SGL 2782B .  NO DAMAGE.,1
7/29/2005,N,145 St (IRT Broadway),DEBRIS,,1
7/29/2005,S,Washingtn Hts-168 St(Brdwy),INSULATOR,EVIDENCE OF FIRE PUT OUT BY TSS PETERS. NO DAMAGE TO TRACK OR THIRD RAIL. SAFE FOR SERVICE.,1
7/29/2005,N,Chambers St (IND Church St),DEBRIS,"THERE WAS A SMALL  PAPER FIRE ON THE BENCHWALL N/O CHAMBERS STREET (8TH) TRK 4, NO DAMAGE WAS DONE TO THE TRK, SAFE FOR SERVICE.",1
7/29/2005,I,Ave U (BMT W 8 St),TIE,EVIDENCE OF SCORCHED TIE ON E3 TRACK PUT OUT BY FD. COL. #751+90 SAFE FOR SERVICE.,1
7/30/2005,N,Myrtle Av (Broadway),TIE,,1
8/1/2005,N,Sheepshead Bay,DEBRIS,BURNING DEBRIS EXTINGUISHED BY EMPLOYEE USING AN EXTINGUISHER FROM THE FIRE DEPT.,1
8/1/2005,S,74 St-Broadway,TIE,BURNING STONE TIE EXTINGUISHED BY SIGNAL PERSONNEL USING WATER TRACK SAFE,1
8/1/2005,N,111 St (IND Liberty Av),INSULATOR,"BURNT INSULATOR AND PART OF TIE EXTINGUISHED BY RTO PERSONNEL, TRACKS SAFE FOR SERVICE",1
8/1/2005,S,Mets-Willets Point,TIE,"BADLY SCORCHED TIES (3) TSS EXTINGUISHED FIRE USING CHEMICAL TRACK IS SAFE, TIES DO NOT NEED TO BE REPLACED.",1
8/1/2005,S,Queensboro Plaza,DEBRIS,M/S DAWSON (TRK): AT COL # 104+20 EVIDENCE OF SMALL DEBRIS FIRE NO TRK OR THIRD RAIL DAMAGE AND TRACKS ARE SAFE FOR SERVICE.,1
8/2/2005,S,Cypress Hills,EQUIPMENT,"BURNT SLIDING, NO TRACK DAMAGE, AND AREA SAFE. ",1
8/2/2005,N,Knickerbocker Av,MATERIAL,1826 M/S KAPS (TRO) #457350 REPORTS SCORCHED SCHIMMS ON A STONE TIE BY SIGNAL M1-282 EXTINGUISHED WITH WATER.  SAFE FOR SERVICE ,1
8/2/2005,I,Ave U (BMT W 8 St),DEBRIS,2103 m/s lynn (tk) #543710 reports the fire was located on trk 4 by col # 743+00 between the third rail and the running rail caused by debis.  the fire was extinguished with water.  no damage track safe for service.  rto notified.,1
8/3/2005,I,66 St-Lincoln Center,DEBRIS,paper debris fire in the trough.  no damage to track.,1
8/3/2005,S,Fulton St (IND Lafayette),DEBRIS,,1
8/3/2005,I,28 St (BMT),DEBRIS,"MOW CONFIRMED A DEBRIS FIRE NEAR THE 3RD RAIL, APPARENTLY EXTINGUISHED BY EMPLOYEE, NO DAMAGE TO TRACK OR 3RD RAIL EQUIPMENT.",1
8/3/2005,N,Times Sq-42 St (IRT Upper Lvl),DEBRIS,"1540 #1 O/O VAN CORTLANDT TRAIN OPERATOR REPORTED TRACK FIRE., MOW CONFIRMED AND EXTINGUISHED SAME ALONG WITH TSS TINNIACOS ON THE SCENE, NO DAMAGE TO EQUIPMENT.",1
8/4/2005,N,28 St (BMT),PROTECTION BOARD,0340 PDM NEWBOLT (TRO): FIRE WAS CAUSED BY SCRAP PROTECTION BOARD IN THE AREA. THIS WAS PUT OUT BY TSS BARNE. NO DAMAGE WAS DONE TO THE TRACK. THE TRACK IS SAFE FOR SERVICE.,1
8/4/2005,N,1 Av,ELECTRICAL WIRE,,1
8/4/2005,S,Ave H,DEBRIS,,1
8/4/2005,S,Woodlawn,TIE,1704 m/s harvey (tk):  fire is located 5' s/o sgl 5644.  there's slight damage to a tie.  track safe for service.  rto notified.,1
8/4/2005,N,Crescent St,TIE,"1859 m/s fredrick (tk) #292424 extinguished the fire with water by street col 963b.  we had to remove a 15"" plate to put t fire out.  track safe for service.  rto notified.",1
8/4/2005,N,Marcy Av,UNDETERMINED,"m/s fredrick (tk) #292424 the fire was located 150"" n/o sig 155.  no track damage safe for service.  rto notified.",1
8/5/2005,S,Stillwell Yard,TIE,"2011 M/S LYNN(TRACK) PASS # 543710 REPORTS THERE WAS A TIE ON FIRE ON TRACK # 9 COL # 6+05, TIE HAS TO BE REPLACE WILL REFER TO THE DAY TOUR. NO DAMAGE TO THE TRACKS. SAFE FOR SERVICE.
2113 M/S KAPS TRO/S PASS # 457350 REPORTS NO DAMGES TO THE 3RD RAIL S",1
8/6/2005,I,St Lawrence Av,EQUIPMENT,1803 M/S HARVEY(TRACK) PASS  371524 REPORTS IN THE MIDDLE OF THE STATION ON TRACK # 2 THE ELEVATION BLOCK WAS BURNT SLIGHTY. TRACKS ARE SAFE FOR SERVICE. NO DAMAGE TO THE TRACKS,1
8/7/2005,N,Newkirk Plaza (BMT),DEBRIS,M/S FREDERICK (TK) REPORTS A DEBRIS FIRE ON A2 TRACK AT COL #523+85. NO TRACK DAMAGE. TRACKS SAFE FOR SERVICE. ,1
8/8/2005,S,Carroll St,DEBRIS,TRACK PERSONNEL REPORTS THAT THERE WAS A SMALL DEBRIS FIRE  UNDER THE 3RD RAIL. THIS WAS PUT OUT. THE  TRACK IS NOW SAFE FOR SERVICE.,1
8/8/2005,N,Myrtle Av (Broadway),TIE,FIRE DEPT PERSONNEL EXTINGUISHED A BURNING STONE TIE 120 FEET S/O SIGNAL J1-234 USING WATER. TIE WILL; BE REPLACED AT A LATER TIME.,1
8/10/2005,S,Gun Hill Rd (Seymour Av),VEGETATION,BURNING VEGETATION NEAR THE 3RD RAIL PUT OUT BY TRACK PERSONNEL. NO DAMAGE AND AREA SAFE.,1
8/10/2005,S,Corona Lead,DEBRIS,"FD SPRAYED WATER TO PUT OUT A DEBRIS FIRE, NO DAMAGE, AND AREA SAFE.",1
8/10/2005,I,Jay St-MetroTech (IND),DEBRIS,"SMALL DEBRIS FIRE, NO DAMAGE, AND AREA SAFE FOR SERVICE. ",1
8/10/2005,I,Fordham Rd (IRT Jerome Av),DEBRIS,"FD SPRAYED WATER ON A DEBRIS FIRE IN THE MIDDLE OF THE STATION, NO DAMAGE, AND THE AREA IS SAFE FOR SERVICE. ",1
8/10/2005,N,3 Av-149 St.,DEBRIS,,1
8/10/2005,N,Times Sq-42 St (IRT Lower Lvl),DEBRIS,"ATD REPORTS FIRE, TSS WILSON EXTINGUISHED, MOW FOUND NO TRACK DAMAGE. 5A SWITCH AREA NEEDS CLEANING OF DEBRIS. SIGNAL OFFICE NOTIFIED.",1
8/10/2005,I,Fulton St (IRT William St),INSULATOR,"CUSTOMER REPORTS WATER DRIPPING ON INSULATOR CAUSING THE ARCING, INFRASTRUCTURE NOTIFIED. REMOVAL OF INSUALATOR BY PD MTR.",1
8/10/2005,S,Montrose Av,DEBRIS,"1611L/CNRS REPORTS THICK BLACK SMOKE IN THE AREA FROM TK FIRE, SERVICE SUSPENDED IN BOTH DIRECTIONS, POWER WAS REMOVED. FIRE DEPT PERSONNEL EXTINGUISHED DEBRIS FIRE BETWEEN SURVEY MARKERS 231+85 TO 232+00. MOW CONFIRMED EVIDENCE OF FIRE, NO TRACK DAMAGE. ",2
8/11/2005,S,Nereid Av,STEEL DUST,,1
8/11/2005,N,Ave M,DEBRIS,"1813 M/S FREDRICK(TRACK) REPORTS THERE WAS A SMALL ON A1 TRACK. WAS PUT OUT BY THE FIRE DEPT. NO DAMAGE TO THE TRACKS. SAFE FOR SERVICE.
1822 TRO/S JOSEPH REPORTS THE SAME. NO DAMAGE TO THE 3RD RAIL. SAFE FOR SERVICE",1
8/11/2005,I,81 St-Mus Nat Hist,DEBRIS,"1938 M/S COOK TRACK REPORTS NO DAMAGE TO THE TRACKS SAFE FOR SERVICE ON TRACK A4
1939 M/S PILGRAM REPORTS THE SAME(TRO) NO DAMAGE TO THE 3RD RAIL SAFE FOR SERVICE. FIRE WAS PUT OUT BY TSS PETERS.",1
8/12/2005,S,111 St (IND Liberty Av),TIE,"TSS PUT OUT A BURNING TIE, NO DAMAGE AND AREA SAFE",1
8/12/2005,I,Woodside-61St,DEBRIS,,1
8/13/2005,S,Fulton St (IND Lower Level),DEBRIS,FIRE WAS PREVIOUSLY EXTINGUISHED BY SIGNAL MAINTAINERS. NO DAMAGE TO TRACK.,1
8/14/2005,N,72 St (IRT Broadway),DEBRIS,DEBRIS FIRE EXTINGUISHED. THERE IS NO DAMAGE. TRACK SAFE FOR SERVICE.,1
8/14/2005,S,Chambers St (IND Church St),DEBRIS,CONFIRMED FIRE. THE FIRE WAS PREVIOUSLY EXTINGUISHED. THERE IS NO DAMAGE.,1
8/14/2005,N,7 Av (53 St),INSULATOR,,2
8/14/2005,S,Steinway St,INSULATOR,,1
8/15/2005,N,Forest Hills-71 Av,INSULATOR,,1
8/15/2005,N,Court Sq (IND),CABLE,,2
8/15/2005,N,Steinway St,DEBRIS,1317 M/S DAWSON REPORTS THERE WAS A SMALL PAPER FIRE WHICH WAS SELF EXTINGUISH. NO DAMAGE TO THE TRACKS SAFE FOR SERVICE,1
8/15/2005,I,59 St (BMT Brooklyn),DEBRIS,,1
8/15/2005,N,Elmhurst Av,INSULATOR,"1647 M/S BOWAL TRO REPLACE A INSULATOR ON D 2 TRACK COL NUMBER D2-1442+00 CAUSE UNKOWN
1552 M/S DAWSON REPORTS NO DAMAGE TO THE TRACKS  SAFE FOR SERVICE",1
8/16/2005,I,59 St-Columbus Circle (IRT),DEBRIS,"EVIDENCE OF A DEBRIS FIRE FOUND, NO DAMAGE, AND AREA SAFE FOR SERVICE.",1
8/17/2005,I,8 Av (61 St),TIE,"TRK/INSP. PUSTARFI: REPORTS AN OLD OUT OF SERVICE TIE WAS BURNING AND WAS SELF EXTINGUISHED UPON ARRIVAL, NO DAMAGE TO TRACK, M/S FOSTER (TRO) ALSO REPORTS THE SAME AS ABOVE.",1
8/17/2005,I,34 St-Penn Sta (IND 8 Av),LARGE OBJECT DEBRIS,,1
8/17/2005,N,Dekalb Av (Flatbush),DEBRIS,"INITIAL 911 CALL TO POLICE OF TRACK FIRE, TSS CONFIRMED AND EXTINGUISHED. MOW FOUND EVIDENCE BUT NO DAMAGE TO EQUIPMENT.",1
8/18/2005,I,West Farms Sq-E Tremont Av,DEBRIS,,1
8/18/2005,S,161-Yankee Stadium (IRT),TIE,1900 ERT/MITCHELL PASS # 613604 REPORTS THAT THERE IS NO DAMGES TO THE TRACKS. TRACKS ARE SAE FOR SERVICE,1
8/19/2005,S,103 St (IND Central Pk W),INSULATOR,,1
8/19/2005,S,E 105 St,TIE,FD 357 EXTINQUISHED TIES BURNING  NEXT TO FENCE BY TRACK #2,1
8/20/2005,S,Jamaica Center-Parsons/Archer,DEBRIS,"SMALL PAPER DEBRIS FIRE NEAR END APPROACH ON TRACK J2 BY COL #68+30. FIRE SELF EXTINGUISHED. NO 3RD RAIL, SIGNAL EQUIPMENT OR TRACK DAMAGE.",1
8/21/2005,S,Jamaica Center-Parsons/Archer,DEBRIS,TRACK REPORTS PUT FIRE OUT USING CHEMICALS ON D1A TRACK COL.# 69+00 rci reports put out fire on d2a ,1
8/21/2005,N,Lexington Av / 59 St (BMT),DEBRIS,"TRACK REPORTS AT COL #50+70 EVIDENCE OF FIRE SAFE,NO DAMAGE TRO/N REPORTS AT COL.# 56+85 NO DAMAGE.",1
8/21/2005,I,Woodside-61St,DEBRIS,TRACK FOUND EVIDENCE OF DEBRIS FIRE  UNDER THE TIE AT SIG # 2804 ON C1 TRACK PUT OUT USING WATER. SAFE FOR SERVICE.,1
8/21/2005,I,Forest Hills-71 Av,DEBRIS,TSS EXTINQUISHED A DEBRIS FIRE ON TRACK#2 COL. # 1577+00 SAFE FOR SERVICE. NO TRACK DAMAGE.,1
8/22/2005,S,Newkirk Plaza (BMT),DEBRIS,,1
8/22/2005,S,Grand Central (Upper Level),DEBRIS,,1
8/22/2005,N,Steinway St,DEBRIS,2040 M/S DAWSON PASS NUMBER 206151 REPORTS THERE WAS A FIRE IN THE TROUGH 0N D1 TRACK. NO DAMAGE TO THE TRACKS. SAFE FOR SERVICE,1
8/22/2005,N,Coney Island-Stillwell Av,TIE,2157 M/S COOK REPORTS THERE WAS A FIRE ON D 2 TRACK. TWO 2X8 CRADDLE PLANKS HAVE TO BE REPLACE. HE WILL REFER THIS MATTER TO HIS OFFICE,1
8/24/2005,I,Ave H,TIE,"STONE TIE AND 8'6"" TIE DAMAGED. TRACKS SAFE FOR SERVICE. ",2
8/24/2005,I,59 St-Columbus Circle (IRT),DEBRIS,BETWEEN RUNNING AND GUARD RAIL. NO DAMAGE TRACKS SAFE FOR SERVICE,1
8/24/2005,I,E 180 St,DEBRIS,"156 FEET N/O SGL # 3854. NO DAMAGE, SAFE FOR SERVICE ",1
8/25/2005,I,Lexington Av / 59 St (BMT),EQUIPMENT,,1
8/25/2005,S,Canal St (IRT Varick St),DEBRIS,1820 GASTON PAA NUMBER 307198 REPORTS THERE WAS A DEBRIS IN TH GRATE TROUGHT. TRACKS ARE SAFE FOR SRVICE. NO DAMAGE TO THE TRACKS.,1
8/25/2005,N,111 St (IRT Roosevelt Av),DEBRIS,1935 M/S DAWSON REPORTS THERE WAS FIRE 30 FEET S/O SIG. NUMBER4187. NO DAMAGE TO THE TRACKS. SAFE FOR SERVICE,1
8/26/2005,N,18 Av (BMT 64 St),TIE,"T/I JOSEPH (TRK): FD EXTINGUISHED A TIE, COL#648+50 TRACK 2. THE TRACK IS SAFE FOR SERVICE.",1
8/26/2005,I,St Lawrence Av,TIE,"TIE FIRE EXTINGUISHED BY A TSS WITH WATER, NO DAMAGE, TRACK IS SAFE FOR SERVICE.",1
8/26/2005,N,168 St-Washington Heights,DEBRIS,debris fire ignited a fiber glass cover drain cover on track 1. extinguished by employee with water. no damage. to track or third rail equipment.,1
8/26/2005,S,74 St-Broadway,TIE,EVIDENCE OF A BURNT TIE  100' N/O SIGNAL# 3114 ON C1 TRACK. SAFE FOR SERVICE.,1
8/26/2005,N,111 St (IRT Roosevelt Av),SLATTING/WALKWAY,"TRACK DEPARTMENT REPORTS 65 FEET N/S SIGNAL # 4123 ON M-A LEAD THERE IS EVIDENCE OF GAURD TIMBER BURNT,ALSO 1000 FEET OF CONTACT RAIL MISSING SHIMS CAUSING THE SHOES TO ARC.",1
8/26/2005,N,72 St (IRT Broadway),DEBRIS,"TRACK REPORTS FD PUT FIRE OUT BY SIGNAL # 2782B COL # 279+00 USING WATER,TRACKS ARE SAFE FOR SERVICE.",1
8/26/2005,S,111 St (IRT Roosevelt Av),TIE,"TRACK PERSONNEL REPORTED 3rd RAIL PERSONNEL WORKING IN THE AREA. THE 3rd RAIL IS LOW - THE SHIMS WERE REMOVED SO THEY CAN CUT THE RAIL. WORK IS IN PROGRESS. WHEN A TRAIN IS ON THE LEAD TRACK, THE RAIL ARCS AND BURN INTO THE TIES. THERE ARE 4 BURNT TIES AN",1
8/27/2005,I,York St,DEBRIS,FD EXTINGUISHED DEBRIS FIRE BETWEEN THE RUNNING RAIL AND 3rd RAIL. NO DAMAGE TO 3rd RAIL EQUIPMENT OR TRACK.,1
8/27/2005,I,S Channel Bridge,TIE,SMOLDERING TIES IN THE MIDDLE OF THE S CHANNEL BRIDGE. TIES WERE EXTINGUISHED USING WATER. ,1
8/27/2005,I,238 St (Broadway),TIE,,1
8/27/2005,I,Fordham Rd (IRT Jerome Av),DEBRIS,1523 MANON TK. INSPEC. PASS NUMBER 550983 REPORTS THERE WAS A SMALL PAPER FIREIN THE STATION LIMITS S/B TRACK.WAS EXTINGUISHED BY FIRE DEPT NUMER 487. NO DAMAGE TO THE TRACKS. SAFE FOR SERVICE,1
8/27/2005,N,111 St (IRT Roosevelt Av),TIE,2047 M/S DAWSON PASS NUMBER 206151 REPORTS THERE WAS A HITTING THE I TIE ON FIRE. CAUSED BY A SINKING RAILS HITTING THE INSULATORS CREATING SPARKS.. NO DAMAGE TO THE TRACKS. SAFE FOR SERVICE,1
8/28/2005,N,111 St (IRT Roosevelt Av),TIE,ONGOING CONDITION WHERE RUSTED 3rd RAIL WAS INSTALLED. THESE RUSTED RAILS STARTS TO ARC WHEN THE TRAIN PASS OVER AND SCORCH THE TIES. THERE WAS A FIRE WATCH SET UP AND THERE WAS A TRAIN POLISHING THE RAIL. THIS WILL CONTINUE UNTIL THE RAIL IS POLISHED AND,1
8/28/2005,S,103 St (IRT Broadway),DEBRIS,"FIRE EXTINQUISHED BY TSS WILLIAMS,NO TRACK OR 3RD RAIL DAMAGE SAFE FOR SERVICE. COL. # 16+30",1
8/29/2005,I,Bedford Pk Blvd-Lehman College,DEBRIS,,1
8/29/2005,I,28 St (IRT 7 Av),DEBRIS,,1
8/29/2005,N,50 St (IRT Broadway),EQUIPMENT,,1
8/29/2005,I,145 St (IND St. Nicholas Av),DEBRIS,,1
8/30/2005,N,Ave U (BMT W 8 St),TIE,"T/I PENKALO REPORTS A ROTTEN TIE BURNED JUST OUT SIDE THE STATION NEAR SIG. 2-737, TRACK SAFE FOR SERVICE.",1
8/30/2005,N,Beach 60 St,TIE,"BURNING TIE PUT OUT BY FD, SOME DAMAGE AND SEVERAL TIES IN THE AREA WILL BE WRITTEN UP FOR RENEWAL. AREA IS SAFE FOR SERVICE.",1
8/30/2005,N,116 St (IND 8 Av),DEBRIS,TRACK PERSONNEL FOUND NO TRACK DAMAGE.,1
8/30/2005,N,Jackson Hts-Roosevelt Av,DEBRIS,"EVIDENCE OF DEBRIS FIRE AT COL.# 1414+75, TRACKS SAFE FOR SERVICE.",1
8/30/2005,S,167 St (IRT Jerome Av),TIE,DEBRIS IN WIRE BASKET 120' N/O SIGNAL 3563 ON TRACK #4 SAFE FOR SERVICE.,1
8/30/2005,N,Woodside-61St,TIE,FOUND EVIDENCE OF CHARD TIMBER EXTINQUISHED BY FD. TRACKS SAFE FOR SERVICE.,1
8/31/2005,S,59 St (BMT Brooklyn),DEBRIS,THERE WAS A DEBRIS FIRE ON TK F3 AT COL #532+10 BETWEEN TWO 3rd RAILS. FD EXTINGUISHED THE FIRE USING WATER. THERE IS NO TRACK DAMAGE.,1
8/31/2005,S,Middletown Rd,TIE,T/I VARGHESE (916575) FIRE DEPT. EXTINGUISHED FIRE USING WATER.,1
8/31/2005,S,219 St,TIE,,1
8/31/2005,N,Gun Hill Rd (White Plains Rd),TIE,,1
8/31/2005,N,Westchester Sq. Lead,TIE,M/S PAYNE (TK) REPORTS 2 ELEVATION BLOCKS AND FIBERGLASS WALK BURNT. FD EXTINGUISHED WITH WATER. DAYS WILL MAKE REPAIRS.TRACKS SAFE FOR SERVICE.,2
8/31/2005,S,E 105 St,DEBRIS,"M/S FREDERICK (TK): FOUND EVIDENCE OF A SELF EXTINGUISHED FIRE IN THE GAGE AT SWITCH #811B.NO DAMAGE TO TRACK, SAFE FOR SERVICE.",1
9/1/2005,N,Jackson Hts-Roosevelt Av,DEBRIS,,1
9/2/2005,N,Gun Hill Rd (White Plains Rd),TIE,THIS FIRE WAS ALSO REPORTED AT 0631 HRS. THE SAME INSPECTOR REPORTED TO THE LOCATION; TSS EXTINGUISHED BURNING WALK AND STONE TIE WITH WATER. TRACK PERSONNEL  MADE REPAIRS TO THE FIBER WALKWAY.,1
9/2/2005,N,65 St,DEBRIS,THE FIRE WAS REPORTED BEING AT 65 ST. HOWEVER THE EXACT LOCATION IS NORTHERN BLVD. COLUMN D3-1366. DEBRIS WAS BURNING IN THE TROUGH. THERE IS NO DAMAGE TRACK IS SAFE FOR SERVICE.,1
9/2/2005,S,Newkirk Plaza (BMT),DEBRIS,"F/D HAS EXTINGUISHED A DEBRIS FIRE SOUTH OF THE STATION BETWEEN TRACK ONE AND THREE. THERE IS NO DAMAGE , TRACK IS SAFE FOR SERVICE.",1
9/2/2005,N,207 St Yard,DEBRIS,,1
9/2/2005,N,Atlantic Av (Van Sinderen),GREASE,,1
9/3/2005,I,176 St,SLATTING/WALKWAY,1920 ERT/FREIDE PASS NUMBER 294842 REPORTS NO SIGN OF SMOKE OR FIRE. TRACKS ARE SAFE FOR SERVICE,1
9/3/2005,S,Freeman St,DEBRIS,2005 ERT/RUIZ REPORTS THERE WAS A FIRE S/B TRACK. PUT BY FIRE DEPT. NO  DAMAGE TO THE TRACKS. SAFE FOR SERVICE,1
